Familia Carrera,Carrera,Institución,Ubicación,Tipo Institución,Tipo Gestión,Duración,Costo (S/.),Ingresantes/Postulantes (%),Ingreso Promedio Nacional (S/.),Crédito universitario,Becas educativas,Ingresantes,Postulantes,Matriculados
Odontología,Estomatología,Universidad Alas Peruanas,Tumbes,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Ucayali,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Apurimac,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Inca Garcilaso De La Vega,Lima,UNIVERSIDAD,PRIVADA,6,11330,98,1965,No,Si,324,330,4141
Odontología,Estomatología,Universidad Andina Del Cusco,Cusco,UNIVERSIDAD,PRIVADA,6,"771 - 1,161",92,ND,No,Si,105,114,688
Odontología,Estomatología,Universidad Alas Peruanas,Ayacucho,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Cusco,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Ica,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Juan Pablo II,Lima,UNIVERSIDAD,PRIVADA,5,ND,92,ND,No,No,113,123,490
Odontología,Estomatología,Universidad Alas Peruanas,Junin,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Privada Antenor Orrego,La Libertad,UNIVERSIDAD,PRIVADA,5,7550,ND,1788,No,Si,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Ancash,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Privada Antonio Guillermo Urrelo,Cajamarca,UNIVERSIDAD,PRIVADA,5,370 - 770,100,ND,No,Si,84,84,383
Odontología,Estomatología,Universidad Nacional Toribio Rodríguez De Mendoza De Amazonas,Amazonas,UNIVERSIDAD,PUBLICA,5,120,60,ND,No,No,41,68,451
Odontología,Estomatología,Universidad Alas Peruanas,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Cajamarca,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Peruana Del Oriente,Loreto,UNIVERSIDAD,PRIVADA,6,3856,98,ND,No,Si,48,49,316
Odontología,Estomatología,Universidad Tecnológica De Los Andes,Apurimac,UNIVERSIDAD,PRIVADA,5,470 - 580,99,ND,No,Si,89,90,788
Odontología,Estomatología,Universidad Alas Peruanas,Arequipa,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Privada San Juan Bautista,Lima,UNIVERSIDAD,PRIVADA,5,"9,000 - 10,600",96,ND,No,Si,66,69,479
Odontología,Estomatología,Universidad Señor De Sipán,Lambayeque,UNIVERSIDAD,PRIVADA,5,"4,600 - 6,600",95,ND,Si,Si,121,128,482
Odontología,Estomatología,Universidad Alas Peruanas,Lima,UNIVERSIDAD,PRIVADA,5,"5,270 - 7,270",98,1694,No,Si,319,326,4161
Odontología,Estomatología,Universidad Alas Peruanas,Moquegua,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Católica De Trujillo Benedicto XVI,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Privada De Huancayo Franklin Roosevelt,Junin,UNIVERSIDAD,PRIVADA,5,4340,93,ND,Si,Si,164,177,619
Odontología,Estomatología,Universidad Nacional De Piura,Piura,UNIVERSIDAD,PUBLICA,5,1200,39,ND,No,No,24,62,49
Odontología,Estomatología,Universidad Científica Del Sur,Lima,UNIVERSIDAD,PRIVADA,5,"12,500 - 25,500",67,ND,No,Si,66,98,271
Odontología,Estomatología,Universidad Alas Peruanas,San Martin,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Alas Peruanas,Tacna,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Científica Del Perú,Loreto,UNIVERSIDAD,PRIVADA,6,6800,100,ND,No,Si,44,44,475
Odontología,Estomatología,Universidad San Pedro,Ancash,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,6,99,ND,ND,No,No,24,ND,153
Odontología,Estomatología,Universidad Alas Peruanas,Puno,UNIVERSIDAD,PRIVADA,ND,ND,ND,1694,No,No,ND,ND,ND
Odontología,Estomatología,Universidad Peruana Cayetano Heredia,Lima,UNIVERSIDAD,PRIVADA,5,29880,86,2466,No,No,114,132,439
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,De Espinar,Cusco,INSTITUTO,PUBLICA,3,ND,79,ND,No,No,45,57,195
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Essumin,La Libertad,INSTITUTO,PRIVADA,3,"2,080 - 2,300",73,ND,No,Si,11,15,51
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Instituto De Formación Minera Del Perú,Cajamarca,INSTITUTO,PRIVADA,3,"3,800 - 3,800",80,ND,Si,Si,80,100,80
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Chalhuahuacho,Apurimac,INSTITUTO,PUBLICA,3,600,86,ND,No,No,24,28,24
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Cetemin,Lima,INSTITUTO,PRIVADA,3,6000,ND,ND,No,Si,ND,ND,ND
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Alberto Pumayalla Díaz,Pasco,INSTITUTO,PUBLICA,3,60,50,ND,No,No,35,70,81
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Manuel Núñez Butrón,Puno,INSTITUTO,PUBLICA,3,75,100,ND,No,No,26,26,26
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Erasmo Arellano Guillen,La Libertad,INSTITUTO,PUBLICA,3,320,100,ND,No,Si,61,61,61
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Oyon,Lima,INSTITUTO,PUBLICA,3,100,100,ND,No,No,36,36,139
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Lircay,Huancavelica,INSTITUTO,PUBLICA,3,60,ND,ND,No,No,ND,ND,ND
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Castrovirreyna,Huancavelica,INSTITUTO,PUBLICA,3,60,86,ND,No,Si,19,22,74
"Ingeniería Minera, Metalurgia y Petróleo",Explotación Minera,Narciso Villanueva Manzo,Ancash,INSTITUTO,PUBLICA,3,120,100,ND,No,Si,20,20,43
Farmacia y Bioquímica,Farmacia,José María Arguedas,Junin,INSTITUTO,PUBLICA,3,180,98,ND,No,No,40,41,192
Farmacia y Bioquímica,Farmacia,Señor De Luren,Ica,INSTITUTO,PRIVADA,3,1480,ND,ND,No,Si,ND,ND,54
Farmacia y Bioquímica,Farmacia,Sergio Bernales García,Lima,INSTITUTO,PRIVADA,3,1700,97,ND,Si,No,34,35,30
Farmacia y Bioquímica,Farmacia,La Florida Del Inca,Lima,INSTITUTO,PRIVADA,3,370,ND,ND,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Latino,Lima,INSTITUTO,PRIVADA,3,1900,ND,ND,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Arzobispo Loayza (Santa María Reyna),Lima,INSTITUTO,PRIVADA,3,2760,95,1246,No,Si,760,800,3648
Farmacia y Bioquímica,Farmacia,Divina Misericordia,Ica,INSTITUTO,PRIVADA,3,"1,400 - 1,600",84,ND,No,Si,26,31,123
Farmacia y Bioquímica,Farmacia,Adolfo Vienrich,Junin,INSTITUTO,PUBLICA,3,330,85,ND,No,Si,39,46,109
Farmacia y Bioquímica,Farmacia,Cayetano Heredia De Lima,Lima,INSTITUTO,PRIVADA,3,ND,ND,ND,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,San Juan Bautista La Salle,Puno,INSTITUTO,PRIVADA,3,900,100,ND,Si,Si,102,102,554
Farmacia y Bioquímica,Farmacia,Pablo Casals,La Libertad,INSTITUTO,PRIVADA,3,1100,98,1170,Si,Si,249,253,1334
Farmacia y Bioquímica,Farmacia,Cayetano Heredia,Lambayeque,INSTITUTO,PRIVADA,3,1525,89,1220,No,Si,1058,1195,1049
Farmacia y Bioquímica,Farmacia,José María Arguedas,Ayacucho,INSTITUTO,PUBLICA,3,320,ND,ND,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Toribio Rodríguez De Mendoza,Cajamarca,INSTITUTO,PRIVADA,3,290,100,ND,No,No,55,55,351
Farmacia y Bioquímica,Farmacia,Antenor Orrego Espinoza,Lima,INSTITUTO,PUBLICA,3,190,100,ND,No,Si,87,87,451
Farmacia y Bioquímica,Farmacia,Manuel Mesones Muro - Master System,Lambayeque,INSTITUTO,PRIVADA,3,1776,ND,1214,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Eleazar Guzmán Barrón,Ancash,INSTITUTO,PUBLICA,3,70,43,ND,No,Si,40,94,108
Farmacia y Bioquímica,Farmacia,Pedro Ortiz Montoya,Cajamarca,INSTITUTO,PUBLICA,3,1780,85,ND,No,Si,34,40,87
Farmacia y Bioquímica,Farmacia,Horacio Urteaga,Cajamarca,INSTITUTO,PRIVADA,3,"1,080 - 1,200",ND,ND,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Federico Villarreal - Chincha,Ica,INSTITUTO,PRIVADA,3,ND,ND,1236,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Jhalebet,Ica,INSTITUTO,PRIVADA,3,1600,79,ND,No,Si,120,152,242
Farmacia y Bioquímica,Farmacia,Felipe Alva Y Alva,Cajamarca,INSTITUTO,PUBLICA,3,100,100,ND,Si,Si,20,20,59
Farmacia y Bioquímica,Farmacia,John Dewey,Amazonas,INSTITUTO,PRIVADA,3,1200,ND,ND,No,Si,ND,ND,35
Farmacia y Bioquímica,Farmacia,Chocope,La Libertad,INSTITUTO,PUBLICA,3,760,85,ND,No,Si,45,53,45
Farmacia y Bioquímica,Farmacia,Francis Collins,Junin,INSTITUTO,PRIVADA,3,65 - 130,100,ND,No,Si,4,4,18
Farmacia y Bioquímica,Farmacia,Salud Y Belleza,Arequipa,INSTITUTO,PRIVADA,3,1240,100,ND,No,Si,79,79,495
Farmacia y Bioquímica,Farmacia,Complejo Hospitalario San Pablo,Lima,INSTITUTO,PRIVADA,3,2290,93,1387,No,Si,420,450,386
Farmacia y Bioquímica,Farmacia,San Eduardo,La Libertad,INSTITUTO,PRIVADA,3,1320,100,ND,No,Si,64,64,140
Farmacia y Bioquímica,Farmacia,Otto Tonsmann,Piura,INSTITUTO,PRIVADA,3,ND,ND,1188,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Antonio Raymondi,Cusco,INSTITUTO,PRIVADA,3,1160,100,ND,No,Si,22,22,107
Farmacia y Bioquímica,Farmacia,San Martín De Porras,Piura,INSTITUTO,PRIVADA,3,120 - 240,100,ND,Si,Si,45,45,45
Farmacia y Bioquímica,Farmacia,Santa Úrsula,Piura,INSTITUTO,PRIVADA,3,1690,99,ND,No,Si,151,152,667
Farmacia y Bioquímica,Farmacia,San Javier Del Marañón,Cajamarca,INSTITUTO,PRIVADA,3,"1,140 - 1,700",100,ND,No,Si,80,80,80
Farmacia y Bioquímica,Farmacia,Urusayhua,Cusco,INSTITUTO,PRIVADA,3,1500,83,ND,Si,Si,40,48,167
Farmacia y Bioquímica,Farmacia,Federico Villarreal,Lima,INSTITUTO,PRIVADA,3,150,92,1236,No,Si,231,250,1693
Farmacia y Bioquímica,Farmacia,Franklin Roosevelt,Junin,INSTITUTO,PRIVADA,3,1600,98,1181,No,Si,240,246,1647
Farmacia y Bioquímica,Farmacia,Pasco,Pasco,INSTITUTO,PUBLICA,3,140,39,ND,Si,Si,38,98,189
Farmacia y Bioquímica,Farmacia,Del Santa,Ancash,INSTITUTO,PRIVADA,3,1500,100,ND,No,Si,26,26,126
Farmacia y Bioquímica,Farmacia,Cayetano Heredia,Arequipa,INSTITUTO,PRIVADA,3,1720,ND,ND,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Alto Huallaga,San Martin,INSTITUTO,PUBLICA,3,300,100,ND,No,Si,40,40,173
Farmacia y Bioquímica,Farmacia,Antonio Lorena,Cusco,INSTITUTO,PRIVADA,3,890,95,ND,No,No,240,252,995
Farmacia y Bioquímica,Farmacia,Señor De Burgos,Huanuco,INSTITUTO,PRIVADA,3,"2,060 - 2,170",97,ND,Si,Si,58,60,268
Farmacia y Bioquímica,Farmacia,María Montessori,Arequipa,INSTITUTO,PRIVADA,3,"1,970 - 2,240",83,1268,Si,Si,369,442,380
Farmacia y Bioquímica,Farmacia,Isa Integral,Piura,INSTITUTO,PRIVADA,3,"1,300 - 1,610",98,ND,No,Si,108,110,ND
Farmacia y Bioquímica,Farmacia,Mariano Ibérico Rodríguez,Cajamarca,INSTITUTO,PRIVADA,3,1580,94,ND,Si,Si,47,50,160
Farmacia y Bioquímica,Farmacia,Eugenio Paccelly,Junin,INSTITUTO,PRIVADA,3,700,ND,ND,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Moyobamba,San Martin,INSTITUTO,PRIVADA,3,1950,ND,ND,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Ciencias De La Salud,Ucayali,INSTITUTO,PRIVADA,3,2310,93,ND,No,Si,187,202,727
Farmacia y Bioquímica,Farmacia,Vilcabamba,Apurimac,INSTITUTO,PUBLICA,3,160,ND,ND,No,No,ND,ND,66
Farmacia y Bioquímica,Farmacia,Computer Master,Ica,INSTITUTO,PRIVADA,3,1720,63,ND,No,Si,30,48,123
Farmacia y Bioquímica,Farmacia,Luis Pasteur,Cusco,INSTITUTO,PRIVADA,3,870,81,ND,No,Si,55,68,218
Farmacia y Bioquímica,Farmacia,Futuro Del Sur-El Carmen,Arequipa,INSTITUTO,PRIVADA,3,1500,85,ND,No,Si,23,27,114
Farmacia y Bioquímica,Farmacia,Isa Chiclayo,Lambayeque,INSTITUTO,PRIVADA,3,150 - 325,ND,ND,Si,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Isabel La Católica,Huanuco,INSTITUTO,PRIVADA,3,1670,97,ND,Si,Si,65,67,178
Farmacia y Bioquímica,Farmacia,Juan Velasco Alvarado,Lima,INSTITUTO,PUBLICA,3,360,91,ND,No,Si,75,82,72
Farmacia y Bioquímica,Farmacia,Del Altiplano,Puno,INSTITUTO,PRIVADA,3,1250,100,ND,No,Si,58,58,272
Farmacia y Bioquímica,Farmacia,Apurímac,Apurimac,INSTITUTO,PRIVADA,3,1100,93,ND,No,No,40,43,185
Farmacia y Bioquímica,Farmacia,Alberto Barton Thompsom,Cajamarca,INSTITUTO,PRIVADA,3,1640,93,ND,No,Si,70,75,70
Farmacia y Bioquímica,Farmacia,Santa Lucia,Junin,INSTITUTO,PRIVADA,3,1460,74,ND,Si,Si,37,50,171
Farmacia y Bioquímica,Farmacia,Red Avansys,Lima,INSTITUTO,PRIVADA,3,2450,ND,1553,No,Si,ND,ND,125
Farmacia y Bioquímica,Farmacia,Reyna De Las Américas,Loreto,INSTITUTO,PRIVADA,3,2340,86,ND,No,Si,70,81,67
Farmacia y Bioquímica,Farmacia,Javier Prado,Arequipa,INSTITUTO,PRIVADA,3,1840,100,ND,No,Si,18,18,177
Farmacia y Bioquímica,Farmacia,Octavio Matta Contreras,Cajamarca,INSTITUTO,PUBLICA,3,200,ND,ND,Si,No,ND,ND,142
Farmacia y Bioquímica,Farmacia,Educación Medica San Fernando,Lima,INSTITUTO,PRIVADA,3,1100,100,ND,No,Si,39,39,112
Farmacia y Bioquímica,Farmacia,Hessen,Huanuco,INSTITUTO,PRIVADA,3,1450,ND,ND,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Santiago Antúnez De Mayolo,Junin,INSTITUTO,PUBLICA,3,216,98,ND,No,No,96,98,96
Farmacia y Bioquímica,Farmacia,Sergio Bernales-Cajamarca,Cajamarca,INSTITUTO,PRIVADA,3,235,ND,ND,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia,José Carlos Mariátegui,Moquegua,INSTITUTO,PUBLICA,3,235 - 235,ND,ND,No,Si,ND,2,46
Farmacia y Bioquímica,Farmacia,De La Clínica Ricardo Palma,Lima,INSTITUTO,PRIVADA,3,"1,680 - 3,440",100,1347,No,Si,23,23,120
Farmacia y Bioquímica,Farmacia,San Agustín,Ica,INSTITUTO,PRIVADA,3,1650,80,ND,Si,Si,78,97,518
Farmacia y Bioquímica,Farmacia,Asesoría De Empresas Comerciales Adec,Lima,INSTITUTO,PRIVADA,3,1580,ND,ND,No,Si,ND,ND,ND
Farmacia y Bioquímica,Farmacia,Hipólito Unanue,San Martin,INSTITUTO,PRIVADA,3,"1,350 - 1,660",86,ND,No,Si,103,120,427
Farmacia y Bioquímica,Farmacia,La Católica-Chota,Cajamarca,INSTITUTO,PRIVADA,3,1720,78,ND,Si,Si,31,40,90
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Interamericana Para El Desarrollo,Lima,UNIVERSIDAD,PRIVADA,5,"4,400 - 5,400",77,ND,No,Si,142,184,720
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Peruana Los Andes,Junin,UNIVERSIDAD,PRIVADA,6,3580,93,2417,No,Si,165,177,604
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Alas Peruanas,Cajamarca,UNIVERSIDAD,PRIVADA,ND,ND,ND,2261,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,6,99,ND,3040,No,No,123,ND,720
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad María Auxiliadora,Lima,UNIVERSIDAD,PRIVADA,5,"3,360 - 5,360",100,ND,No,No,144,144,513
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Alas Peruanas,Lambayeque,UNIVERSIDAD,PRIVADA,ND,ND,ND,2261,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Peruana De Integración Global,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,ND,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad San Pedro,Ancash,UNIVERSIDAD,PRIVADA,5,"2,300 - 2,780",99,2096,No,Si,463,467,615
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Andina Néstor Cáceres Velásquez,Puno,UNIVERSIDAD,PRIVADA,6,402 - 530,99,2247,No,Si,140,142,1187
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,6,ND,13,3288,No,No,87,689,569
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica De Santa María,Arequipa,UNIVERSIDAD,PRIVADA,6,"5,880 - 6,880",80,2563,No,Si,87,109,339
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Inca Garcilaso De La Vega,Lima,UNIVERSIDAD,PRIVADA,5,9650,99,2831,No,Si,266,270,3665
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Nacional De San Cristóbal De Huamanga,Ayacucho,UNIVERSIDAD,PUBLICA,5,128,26,2712,No,Si,71,274,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Nacional Jorge Basadre Grohmann,Tacna,UNIVERSIDAD,PUBLICA,6,ND,17,ND,No,No,31,179,162
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Alas Peruanas,Arequipa,UNIVERSIDAD,PRIVADA,ND,ND,ND,2261,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Nacional De San Antonio Abad Del Cusco,Cusco,UNIVERSIDAD,PUBLICA,5,40,18,2272,No,No,91,511,435
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Privada Autónoma Del Sur,Arequipa,UNIVERSIDAD,PRIVADA,5,"3,510 - 4,150",100,ND,No,Si,99,99,162
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Peruana Cayetano Heredia,Lima,UNIVERSIDAD,PRIVADA,5,25580,84,ND,No,No,27,32,84
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Alas Peruanas,Lima,UNIVERSIDAD,PRIVADA,5,"3,970 - 6,070",93,2261,No,Si,142,152,904
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Norbert Wiener,Lima,UNIVERSIDAD,PRIVADA,5,"8,100 - 9,700",90,2565,No,Si,287,319,2016
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Alas Peruanas,Madre de Dios,UNIVERSIDAD,PRIVADA,ND,ND,ND,2261,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad San Pedro,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,2096,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica Los Ángeles De Chimbote,La Libertad,UNIVERSIDAD,PRIVADA,ND,ND,ND,2509,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad San Pedro,Piura,UNIVERSIDAD,PRIVADA,ND,ND,ND,2096,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Nacional De La Amazonia Peruana,Loreto,UNIVERSIDAD,PUBLICA,5,144,66,2952,No,Si,37,56,633
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad San Pedro,Lima,UNIVERSIDAD,PRIVADA,ND,ND,ND,2096,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad San Pedro,Cajamarca,UNIVERSIDAD,PRIVADA,ND,ND,ND,2096,No,No,ND,ND,ND
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica Los Ángeles De Chimbote,Ancash,UNIVERSIDAD,PRIVADA,5,"1,700 - 2,020",95,2509,No,Si,227,239,2303
Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Privada Antonio Guillermo Urrelo,Cajamarca,UNIVERSIDAD,PRIVADA,5,"3,480 - 3,880",99,2323,No,Si,69,70,664
Teología y Filosofía,Filosofía,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",41,2287,Si,Si,12,29,203
Teología y Filosofía,Filosofía,Universidad Antonio Ruiz De Montoya,Lima,UNIVERSIDAD,PRIVADA,5,"4,140 - 7,020",92,ND,No,Si,22,24,106
Teología y Filosofía,Filosofía,Universidad Nacional Del Centro Del Perú,Junin,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Teología y Filosofía,Filosofía,Facultad De Teología Pontificia Y Civil De Lima,Lima,UNIVERSIDAD,PRIVADA,5,"3,170 - 9,920",52,ND,No,Si,44,85,230
Teología y Filosofía,Filosofía,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,73,ND,No,No,69,95,147
Teología y Filosofía,Filosofía,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,32,ND,No,No,53,165,296
Teología y Filosofía,Filosofía,Universidad Nacional Federico Villarreal,Lima,UNIVERSIDAD,PUBLICA,5,ND,87,ND,No,No,13,15,60
Contabilidad y Finanzas,Finanzas,Universidad Peruana Unión,San Martin,UNIVERSIDAD,PRIVADA,ND,ND,ND,2150,No,No,ND,ND,ND
Contabilidad y Finanzas,Finanzas,Universidad Del Pacífico,Lima,UNIVERSIDAD,PRIVADA,5,"17,930 - 40,290",38,4697,Si,Si,48,128,85
Contabilidad y Finanzas,Finanzas,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,27,2250,No,No,56,211,272
Física,Física,Universidad Nacional De San Antonio Abad Del Cusco,Cusco,UNIVERSIDAD,PUBLICA,5,40,66,ND,No,No,107,161,134
Física,Física,Universidad Nacional José Faustino Sánchez Carrión,Lima,UNIVERSIDAD,PUBLICA,5,120,ND,ND,No,No,ND,ND,4
Física,Física,Universidad Nacional De Trujillo,La Libertad,UNIVERSIDAD,PUBLICA,5,99,ND,ND,No,No,23,ND,119
Física,Física,Universidad Nacional De San Agustín,Arequipa,UNIVERSIDAD,PUBLICA,5,50,48,ND,No,No,141,294,338
Física,Física,Universidad Nacional De Educación Enrique Guzmán Y Valle,Lima,UNIVERSIDAD,PUBLICA,ND,ND,ND,ND,No,No,ND,ND,ND
Física,Física,Universidad Nacional De Piura,Piura,UNIVERSIDAD,PUBLICA,5,126,53,ND,No,No,59,112,101
Física,Física,Universidad Nacional Federico Villarreal,Lima,UNIVERSIDAD,PUBLICA,5,ND,91,ND,No,No,10,11,84
Física,Física,Universidad Nacional Mayor De San Marcos,Lima,UNIVERSIDAD,PUBLICA,5,ND,32,ND,No,No,83,259,366
Física,Física,Universidad Nacional De Ingeniería,Lima,UNIVERSIDAD,PUBLICA,5,110,10,ND,No,No,1180,11979,162
Física,Física,Pontificia Universidad Católica Del Perú,Lima,UNIVERSIDAD,PRIVADA,5,"10,164 - 31,780",41,ND,Si,Si,12,29,120
Física,Física,Universidad Nacional Del Callao,Callao,UNIVERSIDAD,PUBLICA,5,166,ND,ND,No,Si,ND,ND,ND
Física,Física Aplicada,Universidad Nacional Jorge Basadre Grohmann,Tacna,UNIVERSIDAD,PUBLICA,5,ND,41,ND,No,No,18,44,68
Tecnología Médica,Fisioterapia y Rehabilitación,Complejo Hospitalario San Pablo,Lima,INSTITUTO,PRIVADA,3,2290,93,1163,No,Si,390,420,365
Tecnología Médica,Fisioterapia y Rehabilitación,Antonio Raymondi,Cusco,INSTITUTO,PRIVADA,3,1160,100,ND,No,Si,33,33,124
Tecnología Médica,Fisioterapia y Rehabilitación,Hipólito Unanue,Ancash,INSTITUTO,PRIVADA,3,157 - 191,85,ND,Si,Si,17,20,71
Tecnología Médica,Fisioterapia y Rehabilitación,Max Planck,Huanuco,INSTITUTO,PUBLICA,3,ND,100,ND,No,Si,38,38,122
Tecnología Médica,Fisioterapia y Rehabilitación,Cayetano Heredia,Arequipa,INSTITUTO,PRIVADA,3,1820,70,ND,No,Si,21,30,46
Tecnología Médica,Fisioterapia y Rehabilitación,Alfred Nobel,Pasco,INSTITUTO,PUBLICA,3,220,100,ND,No,No,25,25,60
Tecnología Médica,Fisioterapia y Rehabilitación,Antonio Lorena,Cusco,INSTITUTO,PRIVADA,3,890,ND,ND,No,Si,ND,ND,ND
Tecnología Médica,Fisioterapia y Rehabilitación,María Montessori,Arequipa,INSTITUTO,PRIVADA,3,"1,800 - 1,900",83,ND,Si,Si,172,208,190
